ISO,Energy,Units,Month,Year,Generation
ERCOT,Conventional hydropower,billion kilowatthours,August,2013,0.02
ERCOT,Nonhydro renewables,billion kilowatthours,August,2013,1.95
ERCOT,other energy sources,billion kilowatthours,August,2013,0.21
Northwest and Rockies,Natural gas,billion kilowatthours,August,2013,7.85
Northwest and Rockies,Coal,billion kilowatthours,August,2013,12.94
Northwest and Rockies,Nuclear,billion kilowatthours,August,2013,0.82
Northwest and Rockies,Conventional hydropower,billion kilowatthours,August,2013,9.68
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,August,2013,2.29
Northwest and Rockies,other energy sources,billion kilowatthours,August,2013,0.03
Southwest,Natural gas,billion kilowatthours,August,2013,5.7
Southwest,Coal,billion kilowatthours,August,2013,5.88
Southwest,Nuclear,billion kilowatthours,August,2013,2.93
Southwest,Conventional hydropower,billion kilowatthours,August,2013,0.8
Southwest,Nonhydro renewables,billion kilowatthours,August,2013,0.62
Southwest,other energy sources,billion kilowatthours,August,2013,0.02
CAISO,Natural gas,billion kilowatthours,August,2013,10.81
CAISO,Coal,billion kilowatthours,August,2013,1.23
CAISO,Nuclear,billion kilowatthours,August,2013,1.69
CAISO,Conventional hydropower,billion kilowatthours,August,2013,2.57
CAISO,Nonhydro renewables,billion kilowatthours,August,2013,3.06
CAISO,other energy sources,billion kilowatthours,August,2013,-0.03
ISO-NE,Natural gas,billion kilowatthours,September,2013,4.51
ISO-NE,Coal,billion kilowatthours,September,2013,0.12
ISO-NE,Nuclear,billion kilowatthours,September,2013,3.12
ISO-NE,Conventional hydropower,billion kilowatthours,September,2013,0.46
ISO-NE,Nonhydro renewables,billion kilowatthours,September,2013,0.59
ISO-NE,other energy sources,billion kilowatthours,September,2013,0.14
NYISO,Natural gas,billion kilowatthours,September,2013,4.55
NYISO,Coal,billion kilowatthours,September,2013,0.16
NYISO,Nuclear,billion kilowatthours,September,2013,3.76
NYISO,Conventional hydropower,billion kilowatthours,September,2013,1.92
NYISO,Nonhydro renewables,billion kilowatthours,September,2013,0.37
NYISO,other energy sources,billion kilowatthours,September,2013,0.05
PJM,Natural gas,billion kilowatthours,September,2013,10.37
PJM,Coal,billion kilowatthours,September,2013,29.58
PJM,Nuclear,billion kilowatthours,September,2013,21.94
PJM,Conventional hydropower,billion kilowatthours,September,2013,0.38
PJM,Nonhydro renewables,billion kilowatthours,September,2013,1.36
PJM,other energy sources,billion kilowatthours,September,2013,0.21
SERC,Natural gas,billion kilowatthours,September,2013,12.99
SERC,Coal,billion kilowatthours,September,2013,22.45
SERC,Nuclear,billion kilowatthours,September,2013,16.28
SERC,Conventional hydropower,billion kilowatthours,September,2013,2.38
SERC,Nonhydro renewables,billion kilowatthours,September,2013,0.25
SERC,other energy sources,billion kilowatthours,September,2013,-0.08
FRCC,Natural gas,billion kilowatthours,September,2013,12.32
FRCC,Coal,billion kilowatthours,September,2013,3.85
FRCC,Nuclear,billion kilowatthours,September,2013,2.56
FRCC,Conventional hydropower,billion kilowatthours,September,2013,0.01
FRCC,Nonhydro renewables,billion kilowatthours,September,2013,0.19
FRCC,other energy sources,billion kilowatthours,September,2013,0.4
MISO,Natural gas,billion kilowatthours,September,2013,8.15
MISO,Coal,billion kilowatthours,September,2013,31.99
MISO,Nuclear,billion kilowatthours,September,2013,8.54
MISO,Conventional hydropower,billion kilowatthours,September,2013,0.51
MISO,Nonhydro renewables,billion kilowatthours,September,2013,3.05
MISO,other energy sources,billion kilowatthours,September,2013,0.78
SPP,Natural gas,billion kilowatthours,September,2013,5.09
SPP,Coal,billion kilowatthours,September,2013,14.59
SPP,Nuclear,billion kilowatthours,September,2013,0.84
SPP,Conventional hydropower,billion kilowatthours,September,2013,1.17
SPP,Nonhydro renewables,billion kilowatthours,September,2013,2.39
SPP,other energy sources,billion kilowatthours,September,2013,0.09
ERCOT,Natural gas,billion kilowatthours,September,2013,14.13
ERCOT,Coal,billion kilowatthours,September,2013,11.22
ERCOT,Nuclear,billion kilowatthours,September,2013,3.49
ERCOT,Conventional hydropower,billion kilowatthours,September,2013,0.01
ERCOT,Nonhydro renewables,billion kilowatthours,September,2013,1.75
ERCOT,other energy sources,billion kilowatthours,September,2013,0.12
Northwest and Rockies,Natural gas,billion kilowatthours,September,2013,6.61
Northwest and Rockies,Coal,billion kilowatthours,September,2013,11.23
Northwest and Rockies,Nuclear,billion kilowatthours,September,2013,0.79
Northwest and Rockies,Conventional hydropower,billion kilowatthours,September,2013,7.45
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,September,2013,2.8
Northwest and Rockies,other energy sources,billion kilowatthours,September,2013,0.04
Southwest,Natural gas,billion kilowatthours,September,2013,4.46
Southwest,Coal,billion kilowatthours,September,2013,5.52
Southwest,Nuclear,billion kilowatthours,September,2013,2.84
Southwest,Conventional hydropower,billion kilowatthours,September,2013,0.61
Southwest,Nonhydro renewables,billion kilowatthours,September,2013,0.65
Southwest,other energy sources,billion kilowatthours,September,2013,0.01
CAISO,Natural gas,billion kilowatthours,September,2013,10.73
CAISO,Coal,billion kilowatthours,September,2013,1.18
CAISO,Nuclear,billion kilowatthours,September,2013,1.63
CAISO,Conventional hydropower,billion kilowatthours,September,2013,1.73
CAISO,Nonhydro renewables,billion kilowatthours,September,2013,2.87
CAISO,other energy sources,billion kilowatthours,September,2013,0.09
ISO-NE,Natural gas,billion kilowatthours,October,2013,4.13
ISO-NE,Coal,billion kilowatthours,October,2013,0.01
ISO-NE,Nuclear,billion kilowatthours,October,2013,3.32
ISO-NE,Conventional hydropower,billion kilowatthours,October,2013,0.4
ISO-NE,Nonhydro renewables,billion kilowatthours,October,2013,0.59
ISO-NE,other energy sources,billion kilowatthours,October,2013,0.13
NYISO,Natural gas,billion kilowatthours,October,2013,3.85
NYISO,Coal,billion kilowatthours,October,2013,0.16
NYISO,Nuclear,billion kilowatthours,October,2013,3.99
NYISO,Conventional hydropower,billion kilowatthours,October,2013,2.06
NYISO,Nonhydro renewables,billion kilowatthours,October,2013,0.48
NYISO,other energy sources,billion kilowatthours,October,2013,0.04
PJM,Natural gas,billion kilowatthours,October,2013,10.12
PJM,Coal,billion kilowatthours,October,2013,26.88
PJM,Nuclear,billion kilowatthours,October,2013,21.86
PJM,Conventional hydropower,billion kilowatthours,October,2013,0.41
PJM,Nonhydro renewables,billion kilowatthours,October,2013,1.73
PJM,other energy sources,billion kilowatthours,October,2013,0.25
SERC,Natural gas,billion kilowatthours,October,2013,12.67
SERC,Coal,billion kilowatthours,October,2013,19.1
SERC,Nuclear,billion kilowatthours,October,2013,14.88
SERC,Conventional hydropower,billion kilowatthours,October,2013,2.3
SERC,Nonhydro renewables,billion kilowatthours,October,2013,0.23
SERC,other energy sources,billion kilowatthours,October,2013,-0.07
FRCC,Natural gas,billion kilowatthours,October,2013,11.98
FRCC,Coal,billion kilowatthours,October,2013,3.64
FRCC,Nuclear,billion kilowatthours,October,2013,1.94
FRCC,Conventional hydropower,billion kilowatthours,October,2013,0.01
FRCC,Nonhydro renewables,billion kilowatthours,October,2013,0.18
FRCC,other energy sources,billion kilowatthours,October,2013,0.27
MISO,Natural gas,billion kilowatthours,October,2013,6.91
MISO,Coal,billion kilowatthours,October,2013,29.22
MISO,Nuclear,billion kilowatthours,October,2013,8.25
MISO,Conventional hydropower,billion kilowatthours,October,2013,0.45
MISO,Nonhydro renewables,billion kilowatthours,October,2013,3.6
MISO,other energy sources,billion kilowatthours,October,2013,0.78
SPP,Natural gas,billion kilowatthours,October,2013,3.23
SPP,Coal,billion kilowatthours,October,2013,13.19
SPP,Nuclear,billion kilowatthours,October,2013,1.17
SPP,Conventional hydropower,billion kilowatthours,October,2013,0.72
SPP,Nonhydro renewables,billion kilowatthours,October,2013,3
SPP,other energy sources,billion kilowatthours,October,2013,0.1
ERCOT,Natural gas,billion kilowatthours,October,2013,9.99
ERCOT,Coal,billion kilowatthours,October,2013,9.19
ERCOT,Nuclear,billion kilowatthours,October,2013,3.26
ERCOT,Conventional hydropower,billion kilowatthours,October,2013,0
ERCOT,Nonhydro renewables,billion kilowatthours,October,2013,2.77
ERCOT,other energy sources,billion kilowatthours,October,2013,0.13
Northwest and Rockies,Natural gas,billion kilowatthours,October,2013,5.72
Northwest and Rockies,Coal,billion kilowatthours,October,2013,11.67
Northwest and Rockies,Nuclear,billion kilowatthours,October,2013,0.84
Northwest and Rockies,Conventional hydropower,billion kilowatthours,October,2013,8.39
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,October,2013,2.48
Northwest and Rockies,other energy sources,billion kilowatthours,October,2013,0.04
Southwest,Natural gas,billion kilowatthours,October,2013,2.68
Southwest,Coal,billion kilowatthours,October,2013,5.55
Southwest,Nuclear,billion kilowatthours,October,2013,2.09
Southwest,Conventional hydropower,billion kilowatthours,October,2013,0.62
Southwest,Nonhydro renewables,billion kilowatthours,October,2013,0.79
Southwest,other energy sources,billion kilowatthours,October,2013,0
CAISO,Natural gas,billion kilowatthours,October,2013,9.35
CAISO,Coal,billion kilowatthours,October,2013,1.18
CAISO,Nuclear,billion kilowatthours,October,2013,1.58
CAISO,Conventional hydropower,billion kilowatthours,October,2013,1.38
CAISO,Nonhydro renewables,billion kilowatthours,October,2013,2.45
CAISO,other energy sources,billion kilowatthours,October,2013,0.06
ISO-NE,Natural gas,billion kilowatthours,November,2013,3.33
ISO-NE,Coal,billion kilowatthours,November,2013,0.41
ISO-NE,Nuclear,billion kilowatthours,November,2013,3.27
ISO-NE,Conventional hydropower,billion kilowatthours,November,2013,0.5
ISO-NE,Nonhydro renewables,billion kilowatthours,November,2013,0.69
ISO-NE,other energy sources,billion kilowatthours,November,2013,0.14
NYISO,Natural gas,billion kilowatthours,November,2013,4.1
NYISO,Coal,billion kilowatthours,November,2013,0.14
NYISO,Nuclear,billion kilowatthours,November,2013,3.83
NYISO,Conventional hydropower,billion kilowatthours,November,2013,2.32
NYISO,Nonhydro renewables,billion kilowatthours,November,2013,0.61
NYISO,other energy sources,billion kilowatthours,November,2013,0.05
PJM,Natural gas,billion kilowatthours,November,2013,10.11
PJM,Coal,billion kilowatthours,November,2013,27.4
PJM,Nuclear,billion kilowatthours,November,2013,22.58
PJM,Conventional hydropower,billion kilowatthours,November,2013,0.42
PJM,Nonhydro renewables,billion kilowatthours,November,2013,2.58
PJM,other energy sources,billion kilowatthours,November,2013,0.23
SERC,Natural gas,billion kilowatthours,November,2013,12.12
SERC,Coal,billion kilowatthours,November,2013,20.03
SERC,Nuclear,billion kilowatthours,November,2013,15.18
SERC,Conventional hydropower,billion kilowatthours,November,2013,2.23
SERC,Nonhydro renewables,billion kilowatthours,November,2013,0.25
SERC,other energy sources,billion kilowatthours,November,2013,-0.05
FRCC,Natural gas,billion kilowatthours,November,2013,9.81
FRCC,Coal,billion kilowatthours,November,2013,3.17
FRCC,Nuclear,billion kilowatthours,November,2013,2.26
FRCC,Conventional hydropower,billion kilowatthours,November,2013,0.01
FRCC,Nonhydro renewables,billion kilowatthours,November,2013,0.19
FRCC,other energy sources,billion kilowatthours,November,2013,0.17
MISO,Natural gas,billion kilowatthours,November,2013,6.43
MISO,Coal,billion kilowatthours,November,2013,28.96
MISO,Nuclear,billion kilowatthours,November,2013,8.86
MISO,Conventional hydropower,billion kilowatthours,November,2013,0.51
MISO,Nonhydro renewables,billion kilowatthours,November,2013,4.67
MISO,other energy sources,billion kilowatthours,November,2013,0.76
SPP,Natural gas,billion kilowatthours,November,2013,3.42
SPP,Coal,billion kilowatthours,November,2013,13.42
SPP,Nuclear,billion kilowatthours,November,2013,1.44
SPP,Conventional hydropower,billion kilowatthours,November,2013,0.77
SPP,Nonhydro renewables,billion kilowatthours,November,2013,2.82
SPP,other energy sources,billion kilowatthours,November,2013,0.1
ERCOT,Natural gas,billion kilowatthours,November,2013,9.89
ERCOT,Coal,billion kilowatthours,November,2013,8.2
ERCOT,Nuclear,billion kilowatthours,November,2013,3.17
ERCOT,Conventional hydropower,billion kilowatthours,November,2013,0.05
ERCOT,Nonhydro renewables,billion kilowatthours,November,2013,2.77
ERCOT,other energy sources,billion kilowatthours,November,2013,0.12
Northwest and Rockies,Natural gas,billion kilowatthours,November,2013,5.66
Northwest and Rockies,Coal,billion kilowatthours,November,2013,11.53
Northwest and Rockies,Nuclear,billion kilowatthours,November,2013,0.81
Northwest and Rockies,Conventional hydropower,billion kilowatthours,November,2013,9
Northwest and Rockies,Nonhydro renewables,billion kilowatthours,November,2013,2.94
Northwest and Rockies,other energy sources,billion kilowatthours,November,2013,0.04
Southwest,Natural gas,billion kilowatthours,November,2013,2.12
Southwest,Coal,billion kilowatthours,November,2013,5.4
Southwest,Nuclear,billion kilowatthours,November,2013,1.98
Southwest,Conventional hydropower,billion kilowatthours,November,2013,0.52
Southwest,Nonhydro renewables,billion kilowatthours,November,2013,0.65
Southwest,other energy sources,billion kilowatthours,November,2013,0.01
CAISO,Natural gas,billion kilowatthours,November,2013,9.1
CAISO,Coal,billion kilowatthours,November,2013,1.05
CAISO,Nuclear,billion kilowatthours,November,2013,1.6
CAISO,Conventional hydropower,billion kilowatthours,November,2013,1.01
CAISO,Nonhydro renewables,billion kilowatthours,November,2013,2.12
CAISO,other energy sources,billion kilowatthours,November,2013,0.02
ISO-NE,Natural gas,billion kilowatthours,December,2013,2.86
ISO-NE,Coal,billion kilowatthours,December,2013,1.16
ISO-NE,Nuclear,billion kilowatthours,December,2013,3.4
ISO-NE,Conventional hydropower,billion kilowatthours,December,2013,0.56
ISO-NE,Nonhydro renewables,billion kilowatthours,December,2013,0.65
ISO-NE,other energy sources,billion kilowatthours,December,2013,0.4
NYISO,Natural gas,billion kilowatthours,December,2013,4.93
NYISO,Coal,billion kilowatthours,December,2013,0.54
NYISO,Nuclear,billion kilowatthours,December,2013,3.76
NYISO,Conventional hydropower,billion kilowatthours,December,2013,2.29
NYISO,Nonhydro renewables,billion kilowatthours,December,2013,0.52
NYISO,other energy sources,billion kilowatthours,December,2013,0.05
PJM,Natural gas,billion kilowatthours,December,2013,10.11
PJM,Coal,billion kilowatthours,December,2013,33.32
PJM,Nuclear,billion kilowatthours,December,2013,25.5
PJM,Conventional hydropower,billion kilowatthours,December,2013,0.81
PJM,Nonhydro renewables,billion kilowatthours,December,2013,2.28
PJM,other energy sources,billion kilowatthours,December,2013,0.3
SERC,Natural gas,billion kilowatthours,December,2013,12.26
SERC,Coal,billion kilowatthours,December,2013,20.54
SERC,Nuclear,billion kilowatthours,December,2013,17.79
SERC,Conventional hydropower,billion kilowatthours,December,2013,4.22
SERC,Nonhydro renewables,billion kilowatthours,December,2013,0.27
SERC,other energy sources,billion kilowatthours,December,2013,-0.01
FRCC,Natural gas,billion kilowatthours,December,2013,9.31
FRCC,Coal,billion kilowatthours,December,2013,3.58
FRCC,Nuclear,billion kilowatthours,December,2013,2.52
FRCC,Conventional hydropower,billion kilowatthours,December,2013,0.03
FRCC,Nonhydro renewables,billion kilowatthours,December,2013,0.24
FRCC,other energy sources,billion kilowatthours,December,2013,0.24
MISO,Natural gas,billion kilowatthours,December,2013,7.56
MISO,Coal,billion kilowatthours,December,2013,35.87
MISO,Nuclear,billion kilowatthours,December,2013,8.58
MISO,Conventional hydropower,billion kilowatthours,December,2013,0.43
MISO,Nonhydro renewables,billion kilowatthours,December,2013,3.68
MISO,other energy sources,billion kilowatthours,December,2013,0.86
SPP,Natural gas,billion kilowatthours,December,2013,4.77
SPP,Coal,billion kilowatthours,December,2013,15.51
SPP,Nuclear,billion kilowatthours,December,2013,1.58
SPP,Conventional hydropower,billion kilowatthours,December,2013,0.76
SPP,Nonhydro renewables,billion kilowatthours,December,2013,2.41
SPP,other energy sources,billion kilowatthours,December,2013,0.11
ERCOT,Natural gas,billion kilowatthours,December,2013,11.03
ERCOT,Coal,billion kilowatthours,December,2013,11.07
ERCOT,Nuclear,billion kilowatthours,December,2013,3.09
ERCOT,Conventional hydropower,billion kilowatthours,December,2013,0.05
ERCOT,Nonhydro renewables,billion kilowatthours,December,2013,2.42
ERCOT,other energy sources,billion kilowatthours,December,2013,0.11
Northwest and Rockies,Natural gas,billion kilowatthours,December,2013,7.25
Northwest and Rockies,Coal,billion kilowatthours,December,2013,12.47
Northwest and Rockies,Nuclear,billion kilowatthours,December,2013,0.84
Northwest and Rockies,Conventional hydropower,billion kilowatthours,December,2013,10.04
